,date,btc,Gold,Dollar,SnP
459,2019-05-21,0.06748170058722108,0.4719688903291513,0.2862190812720848,0.5364803537488848
460,2019-05-22,0.06352596804476715,0.4724318318596361,0.2860049255808974,0.5349094294247702
461,2019-05-23,0.06671814289489963,0.4776167770010647,0.2840775243602098,0.528296031961522
462,2019-05-24,0.06834027370452406,0.4767834822461921,0.2814005782203661,0.529052402932392
463,2019-05-27,0.07966556859934813,0.4737743622980416,0.2814005782203661,0.5256050967766959
464,2019-05-28,0.0790834560258167,0.4751631868894957,0.2850412249705536,0.5244559947247973
465,2019-05-29,0.07808235977104144,0.4755798342669319,0.2870757040368348,0.5206935339979054
466,2019-05-30,0.07269996489866906,0.4808573677144576,0.2870757040368348,0.5218377875179395
467,2019-05-31,0.07678476959975754,0.4895143743345214,0.2828996680586786,0.5147007486133198
468,2019-06-03,0.07050030057213881,0.4972917920466645,0.2763679194774602,0.513207400799038
469,2019-06-04,0.06436450778933306,0.4976621452710522,0.2756183745583038,0.5246305418719212
470,2019-06-05,0.06564478340275136,0.4999305587704271,0.2782953206981475,0.5290717970598502
471,2019-06-06,0.06579074083269286,0.504143326697838,0.2752971410215228,0.5324269811101198
472,2019-06-07,0.06856436128814014,0.5057173279014859,0.2699432487418354,0.5382064310926651
473,2019-06-10,0.06859612849348035,0.497939910189343,0.2722989613448978,0.5408052441720645
474,2019-06-11,0.06719593883467874,0.498819499097264,0.2715494164257415,0.5406113028974825
475,2019-06-12,0.0706694394762475,0.5014119716679782,0.2748688296391477,0.5394670493774485
476,2019-06-13,0.07197017774896153,0.5046062682283227,0.2749759074847415,0.5417555564175167
477,2019-06-14,0.07814417703548726,0.5049766214527104,0.2809722668379912,0.5408634265544392
478,2019-06-17,0.08764514715156203,0.5042359150039349,0.2808651889923974,0.5413870679958107
479,2019-06-18,0.08431946418168894,0.5078468589417156,0.2817218117571474,0.5468368178115667
480,2019-06-19,0.08680846764875029,0.5069672700337946,0.2761537637862727,0.5485241069004305
481,2019-06-20,0.09055227572674997,0.5292347576501087,0.2709069493521789,0.5538962802063534
482,2019-06-21,0.09974959715033858,0.5307161705476597,0.2665167576828353,0.5531786974903998
483,2019-06-24,0.1125814016749903,0.5390954122494328,0.2639468893885854,0.5521702028625732
484,2019-06-25,0.12351776294767612,0.5393268830146751,0.2656601349180854,0.5467592413017338
485,2019-06-26,0.14173296401333707,0.5377991759640757,0.2664096798372415,0.5460610527132383
486,2019-06-27,0.11649363317950089,0.5362251747604276,0.2661955241460541,0.5482138008610992
487,2019-06-28,0.13181401188465525,0.5370121753622517,0.2655530570724917,0.551491408401536
488,2019-07-01,0.10640454047807356,0.525716402018425,0.2731555841096478,0.5558550870796323
489,2019-07-02,0.10952287804011797,0.5343734086384889,0.2719777278081166,0.5575423761684961
490,2019-07-03,0.12522260296760074,0.5403453543817416,0.2724060391904914,0.561964237228967
491,2019-07-04,0.11385609656314612,0.5307161705476597,0.2724060391904914,0.5614405957875955
492,2019-07-05,0.11135278354412971,0.5322438775982593,0.2779740871613663,0.5609169543462239
493,2019-07-08,0.12949543518137857,0.5306698763946113,0.2789377877717101,0.5581048058647841
494,2019-07-09,0.13385712971279728,0.5309013471598536,0.2801156440732413,0.5588223885807376
495,2019-07-10,0.1276319022302725,0.53645664552567,0.2759396080950851,0.5614405957875954
496,2019-07-11,0.11667822639972102,0.5337715846488588,0.2754042188671164,0.5627593964547535
497,2019-07-12,0.12260710306125676,0.5363177630665247,0.2728343505728665,0.565455180171444
498,2019-07-15,0.10946377959054361,0.5369195870561547,0.2741192847199916,0.5655521508087351
499,2019-07-16,0.08944285616367494,0.5358548215360399,0.2790448656173039,0.5635545556805399
500,2019-07-17,0.09271015616157145,0.5414564140549047,0.2772245422422101,0.5597533066987316
501,2019-07-18,0.10643645077893331,0.5436785334012313,0.2726201948816791,0.5618284783367595
502,2019-07-19,0.10467823613021636,0.5430304152585528,0.276474997323054,0.5582405647569915
503,2019-07-22,0.1023317558006273,0.5431230035646497,0.2776528536245852,0.5598696714634808
504,2019-07-23,0.09552899480119668,0.5407157076061293,0.2823642788307099,0.5638454675924129
505,2019-07-24,0.094074715036005,0.5415952965140501,0.2826855123674912,0.5665800395640199
506,2019-07-25,0.09574306569844422,0.5374751168927364,0.2836492129778347,0.5634963732981653
507,2019-07-26,0.0949435910307156,0.5396046479329659,0.2856836920441161,0.5678018695938869
508,2019-07-29,0.09041662117421607,0.5401138836164991,0.2860049255808974,0.5668515573484348
