date,btc,Gold,Dollar,SnP
2021-11-22,0.7592384971593393,0.5803232825613927,0.3119122257053286,0.8105734173019554
2021-11-23,0.7777563452488495,0.5593410009325459,0.3095611285266453,0.8131587669870732
2021-11-24,0.7719898820020037,0.5598072738576314,0.32484326018808707,0.8167384819356978
2021-11-25,0.7980628873327411,0.563350948088281,0.3205329153605012,0.799022207490885
2021-11-26,0.7231691250238433,0.5622318930680761,0.2938871473354232,0.7813059330460723
2021-11-29,0.7811188037672472,0.5606465651227854,0.30368338557993724,0.8014252568776932
2021-11-30,0.7693035498134821,0.5525334162262978,0.28996865203761724,0.7721577726218098
2021-12-01,0.7726449732905059,0.5598072738576314,0.29153605015673945,0.7542591978786874
2021-12-02,0.7625749122931786,0.5396642834939387,0.29663009404388685,0.7755054690089493
2021-12-03,0.7213735624445238,0.5594342555175631,0.29506269592476464,0.7626781571097114
2021-12-06,0.6761678275767675,0.5553310537768108,0.30329153605015646,0.780344713291349
2021-12-07,0.6782717610007185,0.5601802921976999,0.3048589341692787,0.8118660921445144
2021-12-08,0.6765866681624919,0.5609263288778366,0.2860501567398117,0.8166390454093471
2021-12-09,0.6347226429627985,0.5527199253963322,0.3009404388714727,0.8054358634405037
2021-12-10,0.6289265589434057,0.5602735467827169,0.2942789968652031,0.8202187603579716
2021-12-13,0.6226619801930044,0.5635374572583152,0.3028996865203757,0.8059661915810408
2021-12-14,0.6461372294618221,0.5486167236555799,0.3126959247648897,0.7943984090155785
2021-12-15,0.6536025227167716,0.5413428660242463,0.31034482758620685,0.8195227046735167
2021-12-16,0.6359645689769772,0.5727696611750079,0.2919278996865202,0.8058667550546901
2021-12-17,0.6144833557730958,0.5790177183711533,0.3126959247648897,0.7899237653297979
2021-12-20,0.6256871625718216,0.5694124961143923,0.3119122257053286,0.7724892277096453
2021-12-21,0.6539588305604522,0.5639104755983837,0.3095611285266453,0.7994033808418959
2021-12-22,0.6496413525445747,0.5764998445756917,0.29349529780564243,0.8151143520053035
2021-12-23,0.6818471456522072,0.5853590301523159,0.29114420062695867,0.8247928405701028
2021-12-27,0.6798814425001422,0.5826546471868201,0.2938871473354232,0.8464700033145509
2021-12-28,0.6346961702916817,0.5846129934721793,0.29819749216300906,0.8448790188929398
2021-12-29,0.6192550189680267,0.5798570096363072,0.2876175548589339,0.8470997679814387
2021-12-30,0.6286450900564499,0.5875971401927262,0.28918495297805613,0.8423268147166059
2021-12-31,0.6157101136622022,0.6011190550202052,0.28918495297805613,0.8381836261186608
2022-01-03,0.6189894336837409,0.5745414982903327,0.2985893416927894,0.8482598607888632
2022-01-04,0.6102020809236645,0.5880634131178117,0.3005485893416928,0.8472323500165728
2022-01-05,0.5761327548649257,0.5978551445446068,0.2970219435736676,0.8164401723566459
2022-01-06,0.5708551059128643,0.5643767485234692,0.3028996865203757,0.8149486244613857
2022-01-07,0.5491642577728414,0.5720236244948711,0.2793887147335421,0.8086178322837256
